p1	p2	gcov_int	gencov	envcov	envvarp1	envvarp2
a1m	ch4m	0.0026	-0.0192	0.0218	0.9561	0.7866
a1m	ch5m	-0.0059	0.0029	-0.0088	0.9561	0.8595
a1m	ch6m	-0.0017	-0.0017	0	0.9561	0.831
a1m	l1m	-0.0035	-0.0071	0.0036	0.9561	0.9945
a1m	l2m	0.0024	0.0013	0.0011	0.9561	1.0098
a1m	l3m	2e-04	0.0023	-0.0021	0.9561	1.0446
a1m	l4m	0.0093	0.0079	0.0014	0.9561	0.9708
a1m	l5m	0.0067	0.0035	0.0032	0.9561	1.0113
a1m	r10m	0.0015	0.0308	-0.0293	0.9561	0.9353
a1m	r4m	0.0641	0.0159	0.0482	0.9561	0.9782
a1m	r5m	-0.0044	0.0198	-0.0242	0.9561	0.5851
a1m	r8m	0.0155	0.0042	0.0113	0.9561	0.9367
a1m	r9m	-0.009	0.0079	-0.0169	0.9561	0.7313
a21f	a21f	0.9887	0.0596	0.9291	0.9291	0.9291
a21f	a22f	0.0126	0.0095	0.0031	0.9291	0.9499
a21f	a27f	0.0061	0.0059	0.000200000000000001	0.9291	0.6538
a21f	a28f	-0.0045	0.0064	-0.0109	0.9291	0.9035
a21f	a29f	0.0621	0.0157	0.0464	0.9291	0.9285
a21f	a30f	-0.0158	-0.0155	-0.000300000000000002	0.9291	0.7704
a21f	a7f	-0.0031	0.0047	-0.0078	0.9291	0.9025
a21f	a8f	0.0179	0.0061	0.0118	0.9291	1.0017
a21f	a9f	0.0112	0.0051	0.0061	0.9291	0.9234
a21f	ADr1uf	-6e-04	1e-04	-7e-04	0.9291	1.0044
a21f	bm1f	-0.0073	0.0138	-0.0211	0.9291	0.9023
a21f	bm2f	-0.0106	0.0281	-0.0387	0.9291	0.7995
a21f	bm4f	-4e-04	0.0177	-0.0181	0.9291	0.8919
a21f	bm5f	-0.0055	-0.0016	-0.0039	0.9291	0.6379
a21f	bm6f	0.0017	0.0027	-0.001	0.9291	0.6815
a21f	bm7f	0.0017	0.0011	6e-04	0.9291	0.6676
a21f	bm8f	-0.0014	-0.001	-4e-04	0.9291	0.7496
a21f	ch1f	0.0085	-0.0272	0.0357	0.9291	0.7147
a21f	ch4f	-0.0035	-0.0118	0.0083	0.9291	0.8515
a21f	ch5f	0.0016	-0.0232	0.0248	0.9291	0.7707
a21f	ch6f	8e-04	-0.0144	0.0152	0.9291	0.8691
a21f	l1f	-0.0183	-0.0049	-0.0134	0.9291	1.0094
a21f	l2f	0.0026	0.0023	3e-04	0.9291	1.0064
a21f	l3f	-0.0026	0.0027	-0.0053	0.9291	1.0446
a21f	l4f	0.0057	0.0112	-0.0055	0.9291	0.993
a21f	l5f	0.0049	0.0048	1e-04	0.9291	1.0148
a21f	r10f	-0.0074	0.0149	-0.0223	0.9291	0.8414
a21f	r4f	0.0142	0.0131	0.0011	0.9291	0.9251
a21f	r5f	0.0151	-0.0012	0.0163	0.9291	0.7584
a21f	r8f	-0.0095	-1e-04	-0.0094	0.9291	0.9445
a21f	r9f	0.0025	-0.0016	0.0041	0.9291	0.7273
a21m	a21f	0.1068	0.0396	0.0672	0.9845	0.9291
a21m	a21m	1.0179	0.0334	0.9845	0.9845	0.9845
a21m	a22m	-0.0062	0.0046	-0.0108	0.9845	0.9608
a21m	a27m	0.0031	0.0038	-7e-04	0.9845	0.6368
a21m	a28m	0.0017	0.0042	-0.0025	0.9845	0.6308
a21m	a29m	0.0354	0.008	0.0274	0.9845	0.9533
a21m	a30m	-0.0138	-0.0028	-0.011	0.9845	0.7461
a21m	a7m	-0.0023	1e-04	-0.0024	0.9845	0.8943
a21m	a8m	0.0424	0.0058	0.0366	0.9845	0.9856
a21m	a9m	0.0037	0.0027	0.001	0.9845	0.7561
a21m	ADr1um	-0.0058	-5e-04	-0.0053	0.9845	0.9906
a21m	bm1m	0.0042	-0.0066	0.0108	0.9845	0.8737
a21m	bm2m	0.0088	-0.0117	0.0205	0.9845	0.8391
a21m	bm4m	-0.0062	0.0051	-0.0113	0.9845	0.8894
a21m	bm5m	0.005	-0.0018	0.0068	0.9845	0.6631
a21m	bm6m	2e-04	-0.0062	0.0064	0.9845	0.6483
a21m	bm7m	0.0029	-0.0068	0.0097	0.9845	0.6693
a21m	bm8m	-0.0054	-8e-04	-0.0046	0.9845	0.8766
a21m	ch1m	0.002	-0.0064	0.0084	0.9845	0.7605
a21m	ch4m	-0.0064	0.0044	-0.0108	0.9845	0.7866
a21m	ch5m	0.0088	-0.0164	0.0252	0.9845	0.8595
a21m	ch6m	0.0013	-0.0042	0.0055	0.9845	0.831
a21m	l1m	-0.0121	-0.003	-0.0091	0.9845	0.9945
a21m	l2m	-0.0062	-1e-04	-0.0061	0.9845	1.0098
a21m	l3m	-0.0083	0.001	-0.0093	0.9845	1.0446
a21m	l4m	0.0043	0.0056	-0.0013	0.9845	0.9708
a21m	l5m	-0.008	0.0021	-0.0101	0.9845	1.0113
a21m	r10m	0.0193	0.0029	0.0164	0.9845	0.9353
a21m	r4m	0.0129	0.0056	0.0073	0.9845	0.9782
a21m	r5m	0.0136	-0.0013	0.0149	0.9845	0.5851
a21m	r8m	-0.0074	1e-04	-0.0075	0.9845	0.9367
a21m	r9m	-0.0035	0.0116	-0.0151	0.9845	0.7313
a22f	a22f	1.0204	0.0705	0.9499	0.9499	0.9499
a22f	a27f	-0.0145	0.0297	-0.0442	0.9499	0.6538
a22f	a28f	-0.0034	0.0278	-0.0312	0.9499	0.9035
a22f	a29f	0.0557	0.0175	0.0382	0.9499	0.9285
a22f	a30f	-0.0017	-0.025	0.0233	0.9499	0.7704
a22f	a7f	0.0033	-0.0058	0.0091	0.9499	0.9025
a22f	a8f	0.023	0.0166	0.0064	0.9499	1.0017
a22f	a9f	0.0033	0.0175	-0.0142	0.9499	0.9234
a22f	ADr1uf	0.001	-0.0015	0.0025	0.9499	1.0044
a22f	bm1f	-5.9979e-05	-0.0141	0.014040021	0.9499	0.9023
a22f	bm2f	0.0041	0.0024	0.0017	0.9499	0.7995
a22f	bm4f	-0.0145	0.0152	-0.0297	0.9499	0.8919
a22f	bm5f	-1.6014e-05	-7e-04	0.000683986	0.9499	0.6379
a22f	bm6f	0.003	0.0049	-0.0019	0.9499	0.6815
a22f	bm7f	0.0016	0.0048	-0.0032	0.9499	0.6676
a22f	bm8f	-0.0131	-0.0042	-0.0089	0.9499	0.7496
a22f	ch1f	8e-04	-0.0288	0.0296	0.9499	0.7147
a22f	ch4f	0.001	-0.0111	0.0121	0.9499	0.8515
a22f	ch5f	-0.0052	-0.0139	0.0087	0.9499	0.7707
a22f	ch6f	0.0076	-0.0309	0.0385	0.9499	0.8691
a22f	l1f	-0.0441	-0.0213	-0.0228	0.9499	1.0094
a22f	l2f	0.0422	0.0073	0.0349	0.9499	1.0064
a22f	l3f	0.0316	0.0023	0.0293	0.9499	1.0446
a22f	l4f	0.0618	0.0187	0.0431	0.9499	0.993
a22f	l5f	0.0512	0.0099	0.0413	0.9499	1.0148
a22f	r10f	-0.0108	0.0118	-0.0226	0.9499	0.8414
a22f	r4f	0.0253	0.0078	0.0175	0.9499	0.9251
a22f	r5f	-0.0037	-0.0087	0.005	0.9499	0.7584
a22f	r8f	0.0087	0.0026	0.0061	0.9499	0.9445
a22f	r9f	0.0051	0.0074	-0.0023	0.9499	0.7273
a22m	a22f	0.0118	0.0575	-0.0457	0.9608	0.9499
a22m	a22m	1.0164	0.0556	0.9608	0.9608	0.9608
a22m	a27m	0.0224	0.0031	0.0193	0.9608	0.6368
a22m	a28m	0.0059	0.0266	-0.0207	0.9608	0.6308
a22m	a29m	0.0187	0.0139	0.0048	0.9608	0.9533
a22m	a30m	-0.0121	-0.014	0.0019	0.9608	0.7461
a22m	a7m	-0.0023	-0.003	7e-04	0.9608	0.8943
a22m	a8m	0.0162	0.0131	0.0031	0.9608	0.9856
a22m	a9m	-0.004	0.0187	-0.0227	0.9608	0.7561
a22m	ADr1um	0.007	-5e-04	0.0075	0.9608	0.9906
a22m	bm1m	-5e-04	3e-04	-8e-04	0.9608	0.8737
a22m	bm2m	-0.0036	0.0072	-0.0108	0.9608	0.8391
a22m	bm4m	-0.0106	0.0184	-0.029	0.9608	0.8894
a22m	bm5m	-0.0066	0.0125	-0.0191	0.9608	0.6631
a22m	bm6m	-0.0052	0.0122	-0.0174	0.9608	0.6483
a22m	bm7m	-0.0066	0.0106	-0.0172	0.9608	0.6693
a22m	bm8m	-0.0078	0.0018	-0.0096	0.9608	0.8766
a22m	ch1m	-0.0018	-0.0107	0.0089	0.9608	0.7605
a22m	ch4m	-0.0035	0.0083	-0.0118	0.9608	0.7866
a22m	ch5m	-0.0028	0.0047	-0.0075	0.9608	0.8595
a22m	ch6m	0.0027	-0.0155	0.0182	0.9608	0.831
a22m	l1m	-0.0296	-0.0111	-0.0185	0.9608	0.9945
a22m	l2m	0.0182	0.0037	0.0145	0.9608	1.0098
a22m	l3m	0.0102	0.0041	0.0061	0.9608	1.0446
a22m	l4m	0.0408	0.012	0.0288	0.9608	0.9708
a22m	l5m	0.032	0.0088	0.0232	0.9608	1.0113
a22m	r10m	-0.0038	0.0011	-0.0049	0.9608	0.9353
a22m	r4m	-0.0095	0.0095	-0.019	0.9608	0.9782
a22m	r5m	0.0077	-0.0308	0.0385	0.9608	0.5851
a22m	r8m	0.0287	-9e-04	0.0296	0.9608	0.9367
a22m	r9m	0.0021	4e-04	0.0017	0.9608	0.7313
a27f	a27f	0.9431	0.2893	0.6538	0.6538	0.6538
a27f	a28f	0.2523	0.0792	0.1731	0.6538	0.9035
a27f	a29f	0.0226	-0.0063	0.0289	0.6538	0.9285
a27f	a30f	-0.0294	-0.02	-0.0094	0.6538	0.7704
a27f	a7f	-0.0202	0.0158	-0.036	0.6538	0.9025
a27f	a8f	0.0432	0.0957	-0.0525	0.6538	1.0017
a27f	a9f	0.012	0.0536	-0.0416	0.6538	0.9234
a27f	ADr1uf	-0.0024	-0.0089	0.0065	0.6538	1.0044
a27f	bm1f	-0.021	0.0633	-0.0843	0.6538	0.9023
a27f	bm2f	-0.0059	0.007	-0.0129	0.6538	0.7995
a27f	bm4f	-0.0154	0.0511	-0.0665	0.6538	0.8919
a27f	bm5f	-0.0301	0.033	-0.0631	0.6538	0.6379
a27f	bm6f	-0.0151	0.0085	-0.0236	0.6538	0.6815
a27f	bm7f	-0.008	-0.0107	0.0027	0.6538	0.6676
a27f	bm8f	0.0042	-0.014	0.0182	0.6538	0.7496
a27f	ch1f	0.0027	0.0041	-0.0014	0.6538	0.7147
a27f	ch4f	-0.0108	0.0308	-0.0416	0.6538	0.8515
a27f	ch5f	0.0039	0.0463	-0.0424	0.6538	0.7707
a27f	ch6f	-0.0017	-0.0187	0.017	0.6538	0.8691
a27f	l1f	-0.0467	-0.0402	-0.0065	0.6538	1.0094
a27f	l2f	0.0545	0.0019	0.0526	0.6538	1.0064
a27f	l3f	0.0587	-0.0083	0.067	0.6538	1.0446
a27f	l4f	0.0466	0.0516	-0.005	0.6538	0.993
a27f	l5f	0.0603	0.0093	0.051	0.6538	1.0148
a27f	r10f	0.0273	-0.012	0.0393	0.6538	0.8414
a27f	r4f	0.0161	-0.0158	0.0319	0.6538	0.9251
a27f	r5f	-0.0061	0.0015	-0.0076	0.6538	0.7584
a27f	r8f	6e-04	-0.0124	0.013	0.6538	0.9445
a27f	r9f	0.0085	-0.0045	0.013	0.6538	0.7273
a27m	a27f	0.0517	0.222	-0.1703	0.6368	0.6538
a27m	a27m	0.9215	0.2847	0.6368	0.6368	0.6368
a27m	a28m	0.2296	0.0398	0.1898	0.6368	0.6308
a27m	a29m	0.009	-8.8548e-06	0.0090088548	0.6368	0.9533
a27m	a30m	-0.0052	-0.0277	0.0225	0.6368	0.7461
a27m	a7m	-0.0213	0.0116	-0.0329	0.6368	0.8943
a27m	a8m	0.0456	0.0968	-0.0512	0.6368	0.9856
a27m	a9m	0.007	0.0287	-0.0217	0.6368	0.7561
a27m	ADr1um	0.0129	-0.0065	0.0194	0.6368	0.9906
a27m	bm1m	-9e-04	0.0156	-0.0165	0.6368	0.8737
a27m	bm2m	-0.0048	0.0398	-0.0446	0.6368	0.8391
a27m	bm4m	0.0123	-0.0238	0.0361	0.6368	0.8894
a27m	bm5m	0.0111	0.0054	0.0057	0.6368	0.6631
a27m	bm6m	0.0176	-0.0058	0.0234	0.6368	0.6483
a27m	bm7m	0.0195	-0.0129	0.0324	0.6368	0.6693
a27m	bm8m	0.0107	0.0068	0.0039	0.6368	0.8766
a27m	ch1m	-0.0056	0.0206	-0.0262	0.6368	0.7605
a27m	ch4m	0.0073	-0.035	0.0423	0.6368	0.7866
a27m	ch5m	-0.0076	0.0503	-0.0579	0.6368	0.8595
a27m	ch6m	-0.0106	0.0296	-0.0402	0.6368	0.831
a27m	l1m	-0.0462	-0.0139	-0.0323	0.6368	0.9945
a27m	l2m	0.0514	-0.0318	0.0832	0.6368	1.0098
a27m	l3m	0.0435	-0.0188	0.0623	0.6368	1.0446
a27m	l4m	0.0388	0.0274	0.0114	0.6368	0.9708
a27m	l5m	0.0326	-0.0138	0.0464	0.6368	1.0113
a27m	r10m	-0.0116	-0.007	-0.0046	0.6368	0.9353
a27m	r4m	0.0082	-0.0172	0.0254	0.6368	0.9782
a27m	r5m	0.0071	-0.0066	0.0137	0.6368	0.5851
a27m	r8m	0.0093	-0.0067	0.016	0.6368	0.9367
a27m	r9m	-0.0139	0.024	-0.0379	0.6368	0.7313
a28f	a28f	1.0013	0.0978	0.9035	0.9035	0.9035
a28f	a29f	0.0066	0.0197	-0.0131	0.9035	0.9285
a28f	a30f	-0.0229	-0.0417	0.0188	0.9035	0.7704
a28f	a7f	-0.0047	-0.0077	0.003	0.9035	0.9025
a28f	a8f	0.0111	0.0377	-0.0266	0.9035	1.0017
a28f	a9f	-0.0017	0.0261	-0.0278	0.9035	0.9234
a28f	ADr1uf	NA	NA	NA	0.9035	1.0044
a28f	bm1f	-3e-04	-0.0081	0.0078	0.9035	0.9023
a28f	bm2f	-4e-04	-0.0061	0.0057	0.9035	0.7995
a28f	bm4f	0.0015	0.0125	-0.011	0.9035	0.8919
a28f	bm5f	-0.0029	-0.0016	-0.0013	0.9035	0.6379
a28f	bm6f	-0.0014	-0.0137	0.0123	0.9035	0.6815
a28f	bm7f	3e-04	-0.0117	0.012	0.9035	0.6676
a28f	bm8f	-0.0108	0.0371	-0.0479	0.9035	0.7496
a28f	ch1f	-0.0158	0.026	-0.0418	0.9035	0.7147
a28f	ch4f	-0.0024	0.0012	-0.0036	0.9035	0.8515
a28f	ch5f	-0.0122	0.0236	-0.0358	0.9035	0.7707
a28f	ch6f	-0.0082	-0.0031	-0.0051	0.9035	0.8691
a28f	l1f	-0.1041	-0.0423	-0.0618	0.9035	1.0094
a28f	l2f	0.0405	0.0125	0.028	0.9035	1.0064
a28f	l3f	0.0182	0.0068	0.0114	0.9035	1.0446
a28f	l4f	0.093	0.0481	0.0449	0.9035	0.993
a28f	l5f	0.0441	0.0235	0.0206	0.9035	1.0148
a28f	r10f	0.0101	-0.0047	0.0148	0.9035	0.8414
a28f	r4f	0.0107	0.0066	0.0041	0.9035	0.9251
a28f	r5f	0.003	-0.0122	0.0152	0.9035	0.7584
a28f	r8f	0.0011	-0.0056	0.0067	0.9035	0.9445
a28f	r9f	-0.0018	0.0182	-0.02	0.9035	0.7273
a28m	a28f	0.0503	0.1547	-0.1044	0.6308	0.9035
a28m	a28m	0.8892	0.2584	0.6308	0.6308	0.6308
a28m	a29m	0.0181	0.0167	0.0014	0.6308	0.9533
a28m	a30m	0.0045	-0.0473	0.0518	0.6308	0.7461
a28m	a7m	-0.0022	-0.0051	0.0029	0.6308	0.8943
a28m	a8m	0.0104	0.0689	-0.0585	0.6308	0.9856
a28m	a9m	0.0325	0.0033	0.0292	0.6308	0.7561
a28m	ADr1um	0.0016	-0.0035	0.0051	0.6308	0.9906
a28m	bm1m	0.0114	-0.0455	0.0569	0.6308	0.8737
a28m	bm2m	-0.0067	-0.0059	-8e-04	0.6308	0.8391
a28m	bm4m	0.0175	-0.0537	0.0712	0.6308	0.8894
a28m	bm5m	0.0143	-0.0065	0.0208	0.6308	0.6631
a28m	bm6m	0.0028	-0.0364	0.0392	0.6308	0.6483
a28m	bm7m	0.0085	-0.0394	0.0479	0.6308	0.6693
a28m	bm8m	-0.0098	0.0354	-0.0452	0.6308	0.8766
a28m	ch1m	-0.0058	0.0362	-0.042	0.6308	0.7605
a28m	ch4m	0.01	-0.0504	0.0604	0.6308	0.7866
a28m	ch5m	-0.0037	-0.0015	-0.0022	0.6308	0.8595
a28m	ch6m	-0.0177	0.0127	-0.0304	0.6308	0.831
a28m	l1m	-0.0407	-0.0958	0.0551	0.6308	0.9945
a28m	l2m	0.0286	-0.0237	0.0523	0.6308	1.0098
a28m	l3m	0.0267	-0.0235	0.0502	0.6308	1.0446
a28m	l4m	0.0504	0.0809	-0.0305	0.6308	0.9708
a28m	l5m	0.0191	0.0114	0.0077	0.6308	1.0113
a28m	r10m	0.0178	-0.0152	0.033	0.6308	0.9353
a28m	r4m	0.0031	0.0205	-0.0174	0.6308	0.9782
a28m	r5m	0.0105	-0.0118	0.0223	0.6308	0.5851
a28m	r8m	-0.0023	-0.0018	-5e-04	0.6308	0.9367
a28m	r9m	-0.0192	0.0569	-0.0761	0.6308	0.7313
a29f	a29f	1.0146	0.0861	0.9285	0.9285	0.9285
a29f	a30f	-0.0222	-0.0524	0.0302	0.9285	0.7704
a29f	a7f	0.0121	-0.0035	0.0156	0.9285	0.9025
a29f	a8f	0.0315	0.0166	0.0149	0.9285	1.0017
a29f	a9f	0.0072	0.0727	-0.0655	0.9285	0.9234
a29f	ADr1uf	0.0134	-0.0045	0.0179	0.9285	1.0044
a29f	bm1f	-0.0043	-0.0161	0.0118	0.9285	0.9023
a29f	bm2f	-0.0063	0.0158	-0.0221	0.9285	0.7995
a29f	bm4f	-3.3098e-05	-6e-04	0.000566902	0.9285	0.8919
a29f	bm5f	0.0069	0.0124	-0.0055	0.9285	0.6379
a29f	bm6f	0.0069	0.0131	-0.0062	0.9285	0.6815
a29f	bm7f	0.0055	0.0148	-0.0093	0.9285	0.6676
a29f	bm8f	-5e-04	0.0155	-0.016	0.9285	0.7496
a29f	ch1f	0.0045	-0.0431	0.0476	0.9285	0.7147
a29f	ch4f	8e-04	-0.0239	0.0247	0.9285	0.8515
a29f	ch5f	-0.0029	-0.0357	0.0328	0.9285	0.7707
a29f	ch6f	0.0064	-0.0411	0.0475	0.9285	0.8691
a29f	l1f	-0.0332	-0.029	-0.0042	0.9285	1.0094
a29f	l2f	0.0114	0.0115	-9.99999999999994e-05	0.9285	1.0064
a29f	l3f	-0.0023	0.0075	-0.0098	0.9285	1.0446
a29f	l4f	0.042	0.0293	0.0127	0.9285	0.993
a29f	l5f	0.0164	0.0166	-0.000199999999999999	0.9285	1.0148
a29f	r10f	-0.0048	0.0516	-0.0564	0.9285	0.8414
a29f	r4f	0.1008	0.0445	0.0563	0.9285	0.9251
a29f	r5f	9e-04	0.0136	-0.0127	0.9285	0.7584
a29f	r8f	0.0261	0.0111	0.015	0.9285	0.9445
a29f	r9f	0.0067	-0.0052	0.0119	0.9285	0.7273
a29m	a29f	0.0244	0.0698	-0.0454	0.9533	0.9285
a29m	a29m	1.0208	0.0675	0.9533	0.9533	0.9533
a29m	a30m	-0.0373	-0.063	0.0257	0.9533	0.7461
a29m	a7m	-0.0038	-0.0061	0.0023	0.9533	0.8943
a29m	a8m	0.0351	0.0173	0.0178	0.9533	0.9856
a29m	a9m	0.0118	0.075	-0.0632	0.9533	0.7561
a29m	ADr1um	0.001	-0.0031	0.0041	0.9533	0.9906
a29m	bm1m	-0.0063	0.0039	-0.0102	0.9533	0.8737
a29m	bm2m	-0.0032	0.0063	-0.0095	0.9533	0.8391
a29m	bm4m	0.001	0.0065	-0.0055	0.9533	0.8894
a29m	bm5m	0.0095	-0.013	0.0225	0.9533	0.6631
a29m	bm6m	0.0029	0.0012	0.0017	0.9533	0.6483
a29m	bm7m	0.003	0.0034	-4e-04	0.9533	0.6693
a29m	bm8m	-1e-04	0.0095	-0.0096	0.9533	0.8766
a29m	ch1m	0.0023	-0.0315	0.0338	0.9533	0.7605
a29m	ch4m	-0.0066	-0.0198	0.0132	0.9533	0.7866
a29m	ch5m	0.0044	-0.0493	0.0537	0.9533	0.8595
a29m	ch6m	0.006	-0.0353	0.0413	0.9533	0.831
a29m	l1m	-0.0283	-0.0224	-0.0059	0.9533	0.9945
a29m	l2m	-0.0049	0.0061	-0.011	0.9533	1.0098
a29m	l3m	-0.0128	0.0074	-0.0202	0.9533	1.0446
a29m	l4m	0.0301	0.0231	0.007	0.9533	0.9708
a29m	l5m	0.0025	0.0108	-0.0083	0.9533	1.0113
a29m	r10m	-0.0033	0.0423	-0.0456	0.9533	0.9353
a29m	r4m	0.0823	0.0282	0.0541	0.9533	0.9782
a29m	r5m	0.0118	0.0116	0.000200000000000001	0.9533	0.5851
a29m	r8m	0.048	0.0193	0.0287	0.9533	0.9367
a29m	r9m	0.0028	0.0055	-0.0027	0.9533	0.7313
a30f	a30f	0.9508	0.1804	0.7704	0.7704	0.7704
a30f	a7f	0.0083	0.0064	0.0019	0.7704	0.9025
a30f	a8f	-0.0321	-0.0252	-0.0069	0.7704	1.0017
a30f	a9f	-0.001	-0.0933	0.0923	0.7704	0.9234
a30f	ADr1uf	0.0214	0.0049	0.0165	0.7704	1.0044
a30f	bm1f	0.0051	0.01	-0.0049	0.7704	0.9023
a30f	bm2f	-0.0027	-0.0015	-0.0012	0.7704	0.7995
a30f	bm4f	-0.0026	2e-04	-0.0028	0.7704	0.8919
a30f	bm5f	0.0071	-0.0125	0.0196	0.7704	0.6379
a30f	bm6f	0.0015	-0.021	0.0225	0.7704	0.6815
a30f	bm7f	0.0042	-0.0222	0.0264	0.7704	0.6676
a30f	bm8f	-0.013	-0.001	-0.012	0.7704	0.7496
a30f	ch1f	0.0034	0.1133	-0.1099	0.7704	0.7147
a30f	ch4f	0.0021	0.098	-0.0959	0.7704	0.8515
a30f	ch5f	0.0042	0.0995	-0.0953	0.7704	0.7707
a30f	ch6f	0.002	0.1049	-0.1029	0.7704	0.8691
a30f	l1f	0.048	0.0392	0.0088	0.7704	1.0094
a30f	l2f	-0.0131	-0.0166	0.0035	0.7704	1.0064
a30f	l3f	0.0022	-0.0116	0.0138	0.7704	1.0446
a30f	l4f	-0.0345	-0.0438	0.0093	0.7704	0.993
a30f	l5f	-0.0147	-0.0252	0.0105	0.7704	1.0148
a30f	r10f	0.009	-0.0421	0.0511	0.7704	0.8414
a30f	r4f	-0.0124	-0.0167	0.0043	0.7704	0.9251
a30f	r5f	-5e-04	0.023	-0.0235	0.7704	0.7584
a30f	r8f	0.0389	0.0187	0.0202	0.7704	0.9445
a30f	r9f	-0.0058	0.0103	-0.0161	0.7704	0.7273
a30m	a30f	0.0607	0.1744	-0.1137	0.7461	0.7704
a30m	a30m	0.9478	0.2017	0.7461	0.7461	0.7461
a30m	a7m	0.0088	0.0148	-0.006	0.7461	0.8943
a30m	a8m	-0.0182	-0.0272	0.009	0.7461	0.9856
a30m	a9m	-0.0025	-0.1209	0.1184	0.7461	0.7561
a30m	ADr1um	0.0138	0.0079	0.0059	0.7461	0.9906
a30m	bm1m	0.001	0.0013	-3e-04	0.7461	0.8737
a30m	bm2m	0.0028	-0.0062	0.009	0.7461	0.8391
a30m	bm4m	-9e-04	-0.0095	0.0086	0.7461	0.8894
a30m	bm5m	-0.0014	0.0183	-0.0197	0.7461	0.6631
a30m	bm6m	0.0074	-0.0071	0.0145	0.7461	0.6483
a30m	bm7m	0.0065	-0.0134	0.0199	0.7461	0.6693
a30m	bm8m	-0.0043	-0.0207	0.0164	0.7461	0.8766
a30m	ch1m	-0.005	0.1165	-0.1215	0.7461	0.7605
a30m	ch4m	-0.0013	0.1231	-0.1244	0.7461	0.7866
a30m	ch5m	-0.0045	0.1323	-0.1368	0.7461	0.8595
a30m	ch6m	-0.0029	0.1096	-0.1125	0.7461	0.831
a30m	l1m	0.0202	0.0346	-0.0144	0.7461	0.9945
a30m	l2m	-0.0043	-0.0085	0.0042	0.7461	1.0098
a30m	l3m	-8e-04	-0.009	0.0082	0.7461	1.0446
a30m	l4m	-0.0173	-0.0349	0.0176	0.7461	0.9708
a30m	l5m	-0.0113	-0.0176	0.0063	0.7461	1.0113
a30m	r10m	-0.0079	-0.0172	0.0093	0.7461	0.9353
a30m	r4m	-0.0095	-0.0146	0.0051	0.7461	0.9782
a30m	r5m	-2e-04	-0.0021	0.0019	0.7461	0.5851
a30m	r8m	0.0023	-0.0167	0.019	0.7461	0.9367
a30m	r9m	0.006	-0.0257	0.0317	0.7461	0.7313
a7f	a7f	0.9548	0.0523	0.9025	0.9025	0.9025
a7f	a8f	0.017	-0.0042	0.0212	0.9025	1.0017
a7f	a9f	0.0255	-0.0194	0.0449	0.9025	0.9234
a7f	ADr1uf	0.0139	0.001	0.0129	0.9025	1.0044
a7f	bm1f	-0.0021	0.0148	-0.0169	0.9025	0.9023
a7f	bm2f	0.0016	0.009	-0.0074	0.9025	0.7995
a7f	bm4f	-0.004	4e-04	-0.0044	0.9025	0.8919
a7f	bm5f	-0.0074	0.0197	-0.0271	0.9025	0.6379
a7f	bm6f	1e-04	0.0048	-0.0047	0.9025	0.6815
a7f	bm7f	0.0037	-0.006	0.0097	0.9025	0.6676
a7f	bm8f	-0.0049	9e-04	-0.0058	0.9025	0.7496
a7f	ch1f	-5e-04	0.0076	-0.0081	0.9025	0.7147
a7f	ch4f	-0.0028	0.0075	-0.0103	0.9025	0.8515
a7f	ch5f	0.0069	-0.0257	0.0326	0.9025	0.7707
a7f	ch6f	-0.0017	0.0106	-0.0123	0.9025	0.8691
a7f	l1f	-0.0062	0.0056	-0.0118	0.9025	1.0094
a7f	l2f	0.0081	-0.0048	0.0129	0.9025	1.0064
a7f	l3f	0.0099	-0.0046	0.0145	0.9025	1.0446
a7f	l4f	0.0154	-0.0087	0.0241	0.9025	0.993
a7f	l5f	0.0113	-0.0075	0.0188	0.9025	1.0148
a7f	r10f	0.0149	0.0051	0.0098	0.9025	0.8414
a7f	r4f	0.0046	-0.0063	0.0109	0.9025	0.9251
a7f	r5f	0.0477	-0.0068	0.0545	0.9025	0.7584
a7f	r8f	0.0068	0.0016	0.0052	0.9025	0.9445
a7f	r9f	0.0067	-0.0083	0.015	0.9025	0.7273
a7m	a7f	-0.0042	0.05	-0.0542	0.8943	0.9025
a7m	a7m	0.9581	0.0638	0.8943	0.8943	0.8943
a7m	a8m	0.0111	-6e-04	0.0117	0.8943	0.9856
a7m	a9m	0.0257	-0.01	0.0357	0.8943	0.7561
a7m	ADr1um	0.0119	0.0048	0.0071	0.8943	0.9906
a7m	bm1m	2e-04	-0.0083	0.0085	0.8943	0.8737
a7m	bm2m	0.002	-0.0012	0.0032	0.8943	0.8391
a7m	bm4m	0.0037	-0.0186	0.0223	0.8943	0.8894
a7m	bm5m	-0.0028	0.0251	-0.0279	0.8943	0.6631
a7m	bm6m	-0.0038	0.0192	-0.023	0.8943	0.6483
a7m	bm7m	-0.0013	0.0142	-0.0155	0.8943	0.6693
a7m	bm8m	0.0073	-0.0128	0.0201	0.8943	0.8766
a7m	ch1m	-0.0063	0.0149	-0.0212	0.8943	0.7605
a7m	ch4m	-0.0012	0.0233	-0.0245	0.8943	0.7866
a7m	ch5m	-7.1437e-05	0.0142	-0.014271437	0.8943	0.8595
a7m	ch6m	-0.0071	0.0199	-0.027	0.8943	0.831
a7m	l1m	0.0069	4e-04	0.0065	0.8943	0.9945
a7m	l2m	8.865e-05	-0.0032	0.00328865	0.8943	1.0098
