pair_name	sex	pleio_total	pleio_type_ANTAGONIST	pleio_type_AGONIST	pleio_agonist_dir_POSITIVE	pleio_agonist_dir_NEGATIVE	convincing_CONVINCING	convincing_type_CONVINCING_SAME	convincing_type_CONVINCING_DISTINCT
Cardiovascular disease:Major Depression	female	1	NA	1	NA	1	NA	NA	NA
Cardiovascular disease:Major Depression	male	1	NA	1	1	NA	1	1	NA
Cardiovascular disease:Multisite chronic pain	female	5	4	1	NA	1	2	2	NA
Cardiovascular disease:Multisite chronic pain	male	8	3	5	5	NA	1	1	NA
Cardiovascular disease:Nonword reading	female	1	1	NA	NA	NA	NA	NA	NA
Cardiovascular disease:Nonword reading	male	4	2	2	1	1	NA	NA	NA
Cardiovascular disease:Number of children ever born	male	1	NA	1	NA	1	NA	NA	NA
Cardiovascular disease:PTSD	female	2	1	1	1	NA	NA	NA	NA
Cardiovascular disease:PTSD	male	8	5	3	1	2	NA	NA	NA
Cardiovascular disease:Parkinson's disease	female	1	1	NA	NA	NA	NA	NA	NA
Cardiovascular disease:Parkinson's disease	male	6	4	2	1	1	NA	NA	NA
Cardiovascular disease:Performance IQ	male	4	2	2	1	1	NA	NA	NA
Cardiovascular disease:Pubertal growth	male	2	1	1	1	NA	NA	NA	NA
Cardiovascular disease:Right Putamen	female	1	1	NA	NA	NA	NA	NA	NA
Cardiovascular disease:Right Putamen	male	7	4	3	1	2	NA	NA	NA
Cardiovascular disease:Risk-taking behaviour	female	1	NA	1	1	NA	NA	NA	NA
Cardiovascular disease:Risk-taking behaviour	male	4	3	1	NA	1	NA	NA	NA
Cardiovascular disease:Schizophrenia	female	4	3	1	1	NA	2	2	NA
Cardiovascular disease:Schizophrenia	male	11	6	5	2	3	3	1	2
Cardiovascular disease:Snoring	female	3	1	2	1	1	NA	NA	NA
Cardiovascular disease:Snoring	male	5	3	2	1	1	1	1	NA
Cardiovascular disease:Spelling	female	1	NA	1	1	NA	NA	NA	NA
Cardiovascular disease:Spelling	male	4	2	2	2	NA	1	1	NA
Cardiovascular disease:TC	female	56	18	38	23	15	12	11	1
Cardiovascular disease:TC	male	97	30	67	39	28	28	20	8
Cardiovascular disease:Thyroid-stimulating hormone	female	7	3	4	3	1	NA	NA	NA
Cardiovascular disease:Thyroid-stimulating hormone	male	8	3	5	4	1	NA	NA	NA
Cardiovascular disease:Type 2 diabetes	female	16	1	15	9	6	4	2	2
Cardiovascular disease:Type 2 diabetes	male	30	14	16	10	6	10	6	4
Cardiovascular disease:Waist circumference	female	5	1	4	2	2	1	1	NA
Cardiovascular disease:Waist circumference	male	6	4	2	2	NA	1	1	NA
Cardiovascular disease:Waist circumference (adjBMI)	female	10	2	8	4	4	2	2	NA
Cardiovascular disease:Waist circumference (adjBMI)	male	8	3	5	2	3	2	2	NA
Cardiovascular disease:Waist-hip ratio	female	9	1	8	5	3	3	3	NA
Cardiovascular disease:Waist-hip ratio	male	5	4	1	1	NA	1	1	NA
Cardiovascular disease:Waist-hip ratio (<= 50 yrs, adjBMI)	female	4	NA	4	3	1	2	2	NA
Cardiovascular disease:Waist-hip ratio (<= 50 yrs, adjBMI)	male	3	NA	3	2	1	NA	NA	NA
Cardiovascular disease:Waist-hip ratio (> 50 yrs, adjBMI)	female	9	1	8	4	4	1	1	NA
Cardiovascular disease:Waist-hip ratio (> 50 yrs, adjBMI)	male	4	3	1	1	NA	NA	NA	NA
Cardiovascular disease:Waist-hip ratio (adjBMI)	female	13	2	11	5	6	2	2	NA
Cardiovascular disease:Waist-hip ratio (adjBMI)	male	6	4	2	1	1	NA	NA	NA
Cardiovascular disease:Weight	female	4	1	3	2	1	1	1	NA
Cardiovascular disease:Weight	male	8	4	4	3	1	NA	NA	NA
Cardiovascular disease:Word reading	female	1	NA	1	1	NA	NA	NA	NA
Cardiovascular disease:Word reading	male	4	NA	4	3	1	NA	NA	NA
Cardiovascular disease:logTG	female	30	12	18	9	9	8	6	2
Cardiovascular disease:logTG	male	81	16	65	38	27	18	15	3
Cardiovascular disease:nonHDL	female	52	10	42	29	13	9	8	1
Cardiovascular disease:nonHDL	male	88	21	67	35	32	27	24	3
Carotid intima-media thickness:CC Central	male	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Educational attainment	female	3	3	NA	NA	NA	1	1	NA
Carotid intima-media thickness:Educational attainment	male	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Fasting glucose	male	1	NA	1	1	NA	1	1	NA
Carotid intima-media thickness:Fasting insulin	male	2	1	1	1	NA	NA	NA	NA
Carotid intima-media thickness:Free thyroxine (FT4)	female	2	2	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Free thyroxine (FT4)	male	2	1	1	1	NA	NA	NA	NA
Carotid intima-media thickness:Glycine level	female	2	NA	2	1	1	NA	NA	NA
Carotid intima-media thickness:Glycine level	male	5	3	2	2	NA	NA	NA	NA
Carotid intima-media thickness:Grip strength measurement/ Muscle weakness	female	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Grip strength measurement/ Muscle weakness	male	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:HDL	female	15	10	5	3	2	NA	NA	NA
Carotid intima-media thickness:HDL	male	14	10	4	2	2	NA	NA	NA
Carotid intima-media thickness:Height	female	4	2	2	1	1	NA	NA	NA
Carotid intima-media thickness:Height	male	6	1	5	3	2	NA	NA	NA
Carotid intima-media thickness:Height SDS	male	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Hip circumference	male	3	1	2	1	1	NA	NA	NA
Carotid intima-media thickness:Hip circumference (adjBMI)	female	4	3	1	1	NA	NA	NA	NA
Carotid intima-media thickness:Hip circumference (adjBMI)	male	3	2	1	NA	1	NA	NA	NA
Carotid intima-media thickness:Insomnia	female	2	1	1	NA	1	NA	NA	NA
Carotid intima-media thickness:LDL	female	33	14	19	9	10	1	1	NA
Carotid intima-media thickness:LDL	male	22	8	14	8	6	NA	NA	NA
Carotid intima-media thickness:Left Caudate	female	1	NA	1	1	NA	NA	NA	NA
Carotid intima-media thickness:Left MST area	female	2	1	1	1	NA	NA	NA	NA
Carotid intima-media thickness:Left PoI GM thikness	female	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Multisite chronic pain	female	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Multisite chronic pain	male	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:PTSD	female	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Parkinson's disease	female	1	NA	1	NA	1	NA	NA	NA
Carotid intima-media thickness:Parkinson's disease	male	3	1	2	1	1	NA	NA	NA
Carotid intima-media thickness:Right Putamen	female	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Risk-taking behaviour	male	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Schizophrenia	male	1	1	NA	NA	NA	1	NA	1
Carotid intima-media thickness:Snoring	female	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:Snoring	male	1	1	NA	NA	NA	NA	NA	NA
Carotid intima-media thickness:TC	female	31	16	15	10	5	1	1	NA
Carotid intima-media thickness:TC	male	17	6	11	5	6	NA	NA	NA
Carotid intima-media thickness:Thyroid-stimulating hormone	female	2	NA	2	NA	2	NA	NA	NA
Carotid intima-media thickness:Thyroid-stimulating hormone	male	6	2	4	2	2	NA	NA	NA
Carotid intima-media thickness:Type 2 diabetes	female	5	1	4	1	3	NA	NA	NA
Carotid intima-media thickness:Type 2 diabetes	male	8	3	5	2	3	3	2	1
Carotid intima-media thickness:Waist circumference	male	2	NA	2	1	1	NA	NA	NA
Carotid intima-media thickness:Waist circumference (adjBMI)	female	4	1	3	NA	3	NA	NA	NA
Carotid intima-media thickness:Waist circumference (adjBMI)	male	3	2	1	NA	1	NA	NA	NA
Carotid intima-media thickness:Waist-hip ratio	female	4	1	3	1	2	NA	NA	NA
Carotid intima-media thickness:Waist-hip ratio	male	1	NA	1	1	NA	NA	NA	NA
Carotid intima-media thickness:Waist-hip ratio (<= 50 yrs, adjBMI)	female	2	NA	2	NA	2	NA	NA	NA
Carotid intima-media thickness:Waist-hip ratio (<= 50 yrs, adjBMI)	male	1	NA	1	NA	1	NA	NA	NA
Carotid intima-media thickness:Waist-hip ratio (> 50 yrs, adjBMI)	female	4	1	3	1	2	NA	NA	NA
Carotid intima-media thickness:Waist-hip ratio (adjBMI)	female	4	1	3	1	2	NA	NA	NA
Carotid intima-media thickness:Weight	male	4	1	3	1	2	NA	NA	NA
Carotid intima-media thickness:logTG	female	16	9	7	3	4	2	2	NA
Carotid intima-media thickness:logTG	male	13	8	5	3	2	1	1	NA
Carotid intima-media thickness:nonHDL	female	27	10	17	10	7	1	1	NA
Carotid intima-media thickness:nonHDL	male	24	6	18	11	7	1	1	NA
Educational attainment:Fasting glucose	female	3	2	1	1	NA	1	NA	1
Educational attainment:Fasting glucose	male	4	2	2	NA	2	1	1	NA
Educational attainment:Fasting insulin	female	3	2	1	NA	1	NA	NA	NA
Educational attainment:Fasting insulin	male	2	1	1	1	NA	NA	NA	NA
Educational attainment:Free thyroxine (FT4)	female	4	3	1	NA	1	NA	NA	NA
Educational attainment:Free thyroxine (FT4)	male	4	2	2	1	1	NA	NA	NA
Educational attainment:Glycine level	female	4	2	2	1	1	NA	NA	NA
Educational attainment:Glycine level	male	3	2	1	1	NA	NA	NA	NA
Educational attainment:Grip strength measurement/ Muscle weakness	female	8	8	NA	NA	NA	2	2	NA
Educational attainment:HDL	female	57	32	25	19	6	12	6	6
Educational attainment:HDL	male	35	13	22	11	11	9	4	5
Educational attainment:Height	female	10	1	9	6	3	2	2	NA
Educational attainment:Height	male	7	1	6	4	2	1	1	NA
Educational attainment:Height SDS	female	3	1	2	1	1	NA	NA	NA
Educational attainment:Height SDS	male	2	NA	2	2	NA	NA	NA	NA
Educational attainment:Hip circumference	female	8	5	3	1	2	4	3	1
Educational attainment:Hip circumference	male	5	2	3	2	1	NA	NA	NA
Educational attainment:Hip circumference (adjBMI)	female	4	1	3	1	2	2	2	NA
Educational attainment:Hip circumference (adjBMI)	male	3	NA	3	1	2	NA	NA	NA
Educational attainment:Insomnia	female	8	8	NA	NA	NA	NA	NA	NA
Educational attainment:Insomnia	male	5	2	3	1	2	NA	NA	NA
Educational attainment:LDL	female	42	25	17	13	4	6	1	5
Educational attainment:LDL	male	35	18	17	8	9	3	2	1
Educational attainment:Left 5m area	female	1	NA	1	NA	1	NA	NA	NA
Educational attainment:Left Caudate	female	7	3	4	1	3	1	1	NA
Educational attainment:Left Caudate	male	2	1	1	NA	1	NA	NA	NA
Educational attainment:Left MST area	female	1	1	NA	NA	NA	NA	NA	NA
Educational attainment:Left PoI GM thikness	female	4	2	2	1	1	NA	NA	NA
Educational attainment:Left PoI GM thikness	male	1	1	NA	NA	NA	NA	NA	NA
Educational attainment:Left Putamen	female	6	4	2	2	NA	1	NA	1
Educational attainment:Left Putamen	male	1	1	NA	NA	NA	NA	NA	NA
Educational attainment:Major Depression	female	3	3	NA	NA	NA	NA	NA	NA
Educational attainment:Multisite chronic pain	female	14	12	2	2	NA	8	6	2
Educational attainment:Multisite chronic pain	male	4	4	NA	NA	NA	3	2	1
Educational attainment:Nonword reading	female	1	NA	1	1	NA	NA	NA	NA
Educational attainment:Nonword reading	male	1	NA	1	1	NA	1	1	NA
Educational attainment:Number of children ever born	female	3	3	NA	NA	NA	NA	NA	NA
Educational attainment:Number of children ever born	male	3	3	NA	NA	NA	NA	NA	NA
Educational attainment:PTSD	female	2	1	1	NA	1	1	1	NA
Educational attainment:PTSD	male	1	1	NA	NA	NA	NA	NA	NA
Educational attainment:Parkinson's disease	female	3	1	2	1	1	1	NA	1
Educational attainment:Parkinson's disease	male	4	1	3	1	2	NA	NA	NA
Educational attainment:Performance IQ	female	1	NA	1	NA	1	NA	NA	NA
Educational attainment:Right Putamen	female	5	2	3	2	1	1	NA	1
Educational attainment:Right Putamen	male	1	1	NA	NA	NA	NA	NA	NA
Educational attainment:Risk-taking behaviour	female	6	NA	6	4	2	2	1	1
Educational attainment:Risk-taking behaviour	male	3	3	NA	NA	NA	1	NA	1
Educational attainment:Schizophrenia	female	13	5	8	4	4	6	4	2
Educational attainment:Schizophrenia	male	13	4	9	3	6	5	3	2
Educational attainment:Snoring	female	18	16	2	2	NA	4	2	2
Educational attainment:Snoring	male	2	2	NA	NA	NA	NA	NA	NA
Educational attainment:Spelling	female	2	NA	2	2	NA	NA	NA	NA
Educational attainment:TC	female	42	22	20	8	12	6	2	4
Educational attainment:TC	male	37	17	20	12	8	5	1	4
Educational attainment:Thyroid-stimulating hormone	female	3	NA	3	2	1	NA	NA	NA
Educational attainment:Thyroid-stimulating hormone	male	2	1	1	NA	1	1	1	NA
Educational attainment:Type 2 diabetes	female	20	15	5	2	3	1	NA	1
Educational attainment:Type 2 diabetes	male	14	6	8	3	5	4	3	1
Educational attainment:Waist circumference	female	9	8	1	1	NA	4	3	1
Educational attainment:Waist circumference	male	5	5	NA	NA	NA	NA	NA	NA
Educational attainment:Waist circumference (adjBMI)	female	3	2	1	1	NA	NA	NA	NA
Educational attainment:Waist circumference (adjBMI)	male	1	NA	1	1	NA	NA	NA	NA
Educational attainment:Waist-hip ratio	female	6	5	1	1	NA	NA	NA	NA
Educational attainment:Waist-hip ratio	male	3	2	1	1	NA	1	1	NA
Educational attainment:Waist-hip ratio (<= 50 yrs, adjBMI)	female	4	2	2	2	NA	NA	NA	NA
Educational attainment:Waist-hip ratio (> 50 yrs, adjBMI)	female	4	2	2	1	1	NA	NA	NA
Educational attainment:Waist-hip ratio (> 50 yrs, adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Educational attainment:Waist-hip ratio (adjBMI)	female	2	2	NA	NA	NA	1	NA	1
Educational attainment:Weight	female	11	7	4	2	2	2	2	NA
Educational attainment:Weight	male	6	2	4	2	2	1	NA	1
Educational attainment:Word reading	female	1	NA	1	1	NA	NA	NA	NA
Educational attainment:Word reading	male	2	NA	2	2	NA	1	1	NA
Educational attainment:logTG	female	54	23	31	10	21	16	9	7
Educational attainment:logTG	male	31	22	9	5	4	5	4	1
Educational attainment:nonHDL	female	45	31	14	9	5	8	3	5
Educational attainment:nonHDL	male	30	14	16	8	8	NA	NA	NA
Fasting glucose:Fasting insulin	female	16	14	2	1	1	2	2	NA
Fasting glucose:Fasting insulin	male	12	9	3	2	1	2	2	NA
Fasting glucose:Free thyroxine (FT4)	female	6	2	4	1	3	NA	NA	NA
Fasting glucose:Free thyroxine (FT4)	male	6	1	5	3	2	NA	NA	NA
Fasting glucose:Glycine level	female	6	2	4	1	3	1	1	NA
Fasting glucose:Glycine level	male	5	3	2	2	NA	1	NA	1
Fasting glucose:Grip strength measurement/ Muscle weakness	female	3	2	1	NA	1	1	NA	1
Fasting glucose:Grip strength measurement/ Muscle weakness	male	1	NA	1	1	NA	NA	NA	NA
Fasting glucose:HDL	female	14	9	5	1	4	4	2	2
Fasting glucose:HDL	male	19	10	9	1	8	4	2	2
Fasting glucose:Height	female	8	1	7	4	3	1	NA	1
Fasting glucose:Height SDS	female	1	NA	1	NA	1	NA	NA	NA
Fasting glucose:Hip circumference	female	4	2	2	1	1	1	1	NA
Fasting glucose:Hip circumference	male	4	2	2	NA	2	2	2	NA
Fasting glucose:Hip circumference (adjBMI)	female	2	1	1	NA	1	NA	NA	NA
Fasting glucose:Hip circumference (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Fasting glucose:Insomnia	female	2	NA	2	2	NA	NA	NA	NA
Fasting glucose:Insomnia	male	3	NA	3	1	2	NA	NA	NA
Fasting glucose:LDL	female	26	10	16	5	11	6	2	4
Fasting glucose:LDL	male	26	12	14	8	6	5	4	1
Fasting glucose:Left 5m area	female	2	NA	2	NA	2	NA	NA	NA
Fasting glucose:Left 5m area	male	3	NA	3	1	2	NA	NA	NA
Fasting glucose:Left Caudate	female	4	3	1	NA	1	NA	NA	NA
Fasting glucose:Left Caudate	male	3	1	2	2	NA	NA	NA	NA
Fasting glucose:Left MST area	female	3	2	1	NA	1	NA	NA	NA
Fasting glucose:Left MST area	male	2	1	1	NA	1	NA	NA	NA
Fasting glucose:Left PoI GM thikness	female	6	3	3	2	1	NA	NA	NA
Fasting glucose:Left PoI GM thikness	male	1	NA	1	NA	1	NA	NA	NA
Fasting glucose:Left Putamen	female	2	2	NA	NA	NA	NA	NA	NA
Fasting glucose:Major Depression	female	1	NA	1	1	NA	NA	NA	NA
Fasting glucose:Major Depression	male	1	1	NA	NA	NA	NA	NA	NA
Fasting glucose:Multisite chronic pain	female	3	2	1	NA	1	NA	NA	NA
Fasting glucose:Multisite chronic pain	male	7	6	1	1	NA	NA	NA	NA
Fasting glucose:Nonword reading	female	2	NA	2	NA	2	NA	NA	NA
Fasting glucose:Nonword reading	male	4	3	1	NA	1	NA	NA	NA
Fasting glucose:Number of children ever born	female	1	NA	1	NA	1	NA	NA	NA
Fasting glucose:PTSD	female	5	4	1	1	NA	NA	NA	NA
Fasting glucose:PTSD	male	1	1	NA	NA	NA	NA	NA	NA
Fasting glucose:Parkinson's disease	female	4	NA	4	3	1	1	1	NA
Fasting glucose:Parkinson's disease	male	7	2	5	3	2	NA	NA	NA
Fasting glucose:Performance IQ	female	4	1	3	NA	3	NA	NA	NA
Fasting glucose:Pubertal growth	female	2	1	1	NA	1	NA	NA	NA
Fasting glucose:Right Putamen	female	1	1	NA	NA	NA	NA	NA	NA
Fasting glucose:Risk-taking behaviour	female	1	NA	1	NA	1	NA	NA	NA
Fasting glucose:Risk-taking behaviour	male	2	NA	2	1	1	NA	NA	NA
Fasting glucose:Schizophrenia	female	3	2	1	1	NA	NA	NA	NA
Fasting glucose:Schizophrenia	male	1	1	NA	NA	NA	NA	NA	NA
Fasting glucose:Snoring	female	2	1	1	1	NA	NA	NA	NA
Fasting glucose:Snoring	male	3	1	2	2	NA	NA	NA	NA
Fasting glucose:Spelling	female	2	1	1	1	NA	NA	NA	NA
Fasting glucose:Spelling	male	2	2	NA	NA	NA	NA	NA	NA
Fasting glucose:TC	female	24	6	18	11	7	10	3	7
Fasting glucose:TC	male	27	13	14	7	7	6	4	2
Fasting glucose:Thyroid-stimulating hormone	female	9	5	4	3	1	NA	NA	NA
Fasting glucose:Thyroid-stimulating hormone	male	10	7	3	1	2	3	2	1
Fasting glucose:Type 2 diabetes	female	35	NA	35	18	17	10	9	1
Fasting glucose:Type 2 diabetes	male	38	1	37	17	20	17	15	2
Fasting glucose:Waist circumference	female	3	3	NA	NA	NA	NA	NA	NA
Fasting glucose:Waist circumference	male	3	1	2	NA	2	2	1	1
Fasting glucose:Waist circumference (adjBMI)	female	3	2	1	NA	1	NA	NA	NA
Fasting glucose:Waist circumference (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Fasting glucose:Waist-hip ratio	female	3	2	1	NA	1	NA	NA	NA
Fasting glucose:Waist-hip ratio	male	2	1	1	1	NA	NA	NA	NA
Fasting glucose:Waist-hip ratio (<= 50 yrs, adjBMI)	female	3	1	2	1	1	NA	NA	NA
Fasting glucose:Waist-hip ratio (> 50 yrs, adjBMI)	female	4	NA	4	1	3	NA	NA	NA
Fasting glucose:Waist-hip ratio (adjBMI)	female	4	1	3	2	1	NA	NA	NA
Fasting glucose:Waist-hip ratio (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Fasting glucose:Weight	female	3	1	2	1	1	NA	NA	NA
Fasting glucose:Weight	male	5	2	3	2	1	1	1	NA
Fasting glucose:Word reading	female	2	1	1	NA	1	NA	NA	NA
Fasting glucose:Word reading	male	3	2	1	NA	1	NA	NA	NA
Fasting glucose:logTG	female	27	6	21	9	12	14	9	5
Fasting glucose:logTG	male	24	13	11	4	7	7	2	5
Fasting glucose:nonHDL	female	29	9	20	11	9	8	3	5
Fasting glucose:nonHDL	male	27	15	12	6	6	4	4	NA
Fasting insulin:Free thyroxine (FT4)	female	3	1	2	2	NA	NA	NA	NA
Fasting insulin:Glycine level	female	3	NA	3	1	2	1	1	NA
Fasting insulin:Glycine level	male	11	5	6	4	2	2	2	NA
Fasting insulin:HDL	female	21	10	11	7	4	5	4	1
Fasting insulin:HDL	male	23	19	4	3	1	4	4	NA
Fasting insulin:Height	female	9	4	5	4	1	1	NA	1
Fasting insulin:Height SDS	female	1	NA	1	NA	1	NA	NA	NA
Fasting insulin:Height SDS	male	1	NA	1	1	NA	NA	NA	NA
Fasting insulin:Hip circumference	female	8	5	3	2	1	3	3	NA
Fasting insulin:Hip circumference	male	5	2	3	2	1	3	3	NA
Fasting insulin:Hip circumference (adjBMI)	female	8	8	NA	NA	NA	3	3	NA
Fasting insulin:Hip circumference (adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Fasting insulin:LDL	female	26	11	15	9	6	4	4	NA
Fasting insulin:LDL	male	22	13	9	4	5	3	3	NA
Fasting insulin:Left Putamen	female	1	1	NA	NA	NA	NA	NA	NA
Fasting insulin:Major Depression	male	1	NA	1	1	NA	NA	NA	NA
Fasting insulin:Nonword reading	male	1	NA	1	1	NA	NA	NA	NA
Fasting insulin:PTSD	male	1	1	NA	NA	NA	NA	NA	NA
Fasting insulin:Parkinson's disease	female	1	1	NA	NA	NA	NA	NA	NA
Fasting insulin:Parkinson's disease	male	3	1	2	NA	2	NA	NA	NA
Fasting insulin:Performance IQ	female	1	1	NA	NA	NA	NA	NA	NA
Fasting insulin:Right Putamen	male	1	NA	1	1	NA	NA	NA	NA
Fasting insulin:Risk-taking behaviour	male	1	NA	1	NA	1	NA	NA	NA
Fasting insulin:Schizophrenia	female	1	NA	1	NA	1	NA	NA	NA
Fasting insulin:Snoring	female	2	NA	2	1	1	NA	NA	NA
Fasting insulin:Snoring	male	1	NA	1	1	NA	1	1	NA
Fasting insulin:TC	female	23	10	13	6	7	5	4	1
Fasting insulin:TC	male	15	8	7	2	5	1	1	NA
Fasting insulin:Thyroid-stimulating hormone	female	5	5	NA	NA	NA	NA	NA	NA
Fasting insulin:Thyroid-stimulating hormone	male	6	2	4	3	1	NA	NA	NA
Fasting insulin:Type 2 diabetes	female	17	4	13	6	7	6	6	NA
Fasting insulin:Type 2 diabetes	male	25	12	13	7	6	3	3	NA
Fasting insulin:Waist circumference	female	2	NA	2	2	NA	1	1	NA
Fasting insulin:Waist circumference	male	4	1	3	2	1	3	3	NA
Fasting insulin:Waist circumference (adjBMI)	female	11	2	9	6	3	2	2	NA
Fasting insulin:Waist circumference (adjBMI)	male	2	1	1	1	NA	1	1	NA
Fasting insulin:Waist-hip ratio	female	8	2	6	4	2	4	4	NA
Fasting insulin:Waist-hip ratio	male	3	2	1	1	NA	2	2	NA
Fasting insulin:Waist-hip ratio (<= 50 yrs, adjBMI)	female	7	1	6	3	3	3	3	NA
Fasting insulin:Waist-hip ratio (> 50 yrs, adjBMI)	female	8	NA	8	5	3	3	3	NA
Fasting insulin:Waist-hip ratio (> 50 yrs, adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Fasting insulin:Waist-hip ratio (adjBMI)	female	16	1	15	10	5	3	3	NA
Fasting insulin:Waist-hip ratio (adjBMI)	male	2	2	NA	NA	NA	NA	NA	NA
Fasting insulin:Weight	female	4	2	2	2	NA	2	2	NA
Fasting insulin:Weight	male	2	NA	2	2	NA	1	1	NA
Fasting insulin:logTG	female	18	9	9	4	5	3	1	2
Fasting insulin:logTG	male	22	3	19	10	9	3	3	NA
Fasting insulin:nonHDL	female	21	10	11	5	6	4	3	1
Fasting insulin:nonHDL	male	21	11	10	6	4	3	3	NA
Free thyroxine (FT4):Glycine level	female	5	3	2	1	1	NA	NA	NA
Free thyroxine (FT4):Glycine level	male	8	5	3	1	2	NA	NA	NA
Free thyroxine (FT4):Grip strength measurement/ Muscle weakness	female	4	2	2	1	1	NA	NA	NA
Free thyroxine (FT4):Grip strength measurement/ Muscle weakness	male	5	3	2	2	NA	NA	NA	NA
Free thyroxine (FT4):HDL	female	16	6	10	4	6	2	NA	2
Free thyroxine (FT4):HDL	male	22	14	8	5	3	6	5	1
Free thyroxine (FT4):Height	female	9	2	7	3	4	1	1	NA
Free thyroxine (FT4):Height	male	8	3	5	3	2	1	NA	1
Free thyroxine (FT4):Height SDS	female	1	NA	1	1	NA	NA	NA	NA
Free thyroxine (FT4):Height SDS	male	3	1	2	1	1	NA	NA	NA
Free thyroxine (FT4):Hip circumference	female	5	4	1	NA	1	NA	NA	NA
Free thyroxine (FT4):Hip circumference	male	4	4	NA	NA	NA	NA	NA	NA
Free thyroxine (FT4):Hip circumference (adjBMI)	female	6	2	4	4	NA	NA	NA	NA
Free thyroxine (FT4):Hip circumference (adjBMI)	male	3	3	NA	NA	NA	NA	NA	NA
Free thyroxine (FT4):Insomnia	female	2	1	1	1	NA	NA	NA	NA
Free thyroxine (FT4):Insomnia	male	3	2	1	NA	1	1	1	NA
Free thyroxine (FT4):LDL	female	32	19	13	6	7	2	2	NA
Free thyroxine (FT4):LDL	male	23	13	10	10	NA	4	3	1
Free thyroxine (FT4):Left 5m area	female	1	1	NA	NA	NA	NA	NA	NA
Free thyroxine (FT4):Left Caudate	female	1	NA	1	1	NA	NA	NA	NA
Free thyroxine (FT4):Left Caudate	male	1	NA	1	1	NA	NA	NA	NA
Free thyroxine (FT4):Left PoI GM thikness	female	1	NA	1	NA	1	NA	NA	NA
Free thyroxine (FT4):Left PoI GM thikness	male	2	NA	2	NA	2	NA	NA	NA
Free thyroxine (FT4):Left Putamen	female	3	3	NA	NA	NA	NA	NA	NA
Free thyroxine (FT4):Left Putamen	male	2	2	NA	NA	NA	NA	NA	NA
Free thyroxine (FT4):Multisite chronic pain	female	1	NA	1	1	NA	NA	NA	NA
Free thyroxine (FT4):Multisite chronic pain	male	2	NA	2	1	1	1	1	NA
Free thyroxine (FT4):Nonword reading	female	1	NA	1	1	NA	1	NA	1
Free thyroxine (FT4):Nonword reading	male	2	1	1	NA	1	NA	NA	NA
